name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
martinbinbot/martinbinbot,GitHub repo search,鸿蒙 PC Markdown,https://github.com/martinbinbot/martinbinbot,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/martinbinbot/martinbinbot; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
zhongheweiwei-cmyk/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/zhongheweiwei-cmyk/TrendRadar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/zhongheweiwei-cmyk/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
aviliableUsername/TrendRadar-Geo,GitHub repo search,鸿蒙 PC Markdown,https://github.com/aviliableUsername/TrendRadar-Geo,True,kept,buildable,50,GPL-3.0,Geography weekly hot news automation based on TrendRadar,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/aviliableUsername/TrendRadar-Geo; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
MoramiSu/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/MoramiSu/TrendRadar,True,kept,buildable,50,GPL-3.0,TrendRadar deployed from template,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/MoramiSu/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
byst4nder/starList,GitHub repo search,鸿蒙 PC Markdown,https://github.com/byst4nder/starList,False,filtered: score below 40,buildable,15,License 不明确,,"Qt, Electron, C++, Rust, Go, Flutter, WebView, Python","DevEco, Qt for HarmonyOS, qmake, cmake",源码编译,"发现鸿蒙相关构建/工程线索: DevEco, Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/byst4nder/starList; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
cecwxf/TrendRadar-old,GitHub repo search,鸿蒙 PC Markdown,https://github.com/cecwxf/TrendRadar-old,True,kept,buildable,45,GPL-3.0,,Python,npm,,发现鸿蒙相关构建/工程线索: npm,公开源码仓库: https://github.com/cecwxf/TrendRadar-old; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
hiifong/starList,GitHub repo search,鸿蒙 PC Markdown,https://github.com/hiifong/starList,False,filtered: missing HarmonyOS PC executable/build evidence,,5,MIT,Export your star's repository list,Python,,,,公开源码仓库: https://github.com/hiifong/starList; LICENSE: MIT; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
zyutong0228-maker/my-trendradar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/zyutong0228-maker/my-trendradar,True,kept,buildable,50,GPL-3.0,,"Qt, HTML",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/zyutong0228-maker/my-trendradar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
EnumaElish123/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/EnumaElish123/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/EnumaElish123/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
1518338634-byte/trendradar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/1518338634-byte/trendradar,True,kept,buildable,50,GPL-3.0,新闻抓取,"Qt, Python","qmake, npm",,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/1518338634-byte/trendradar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
suhainan-bot/news_delivery,GitHub repo search,鸿蒙 PC Markdown,https://github.com/suhainan-bot/news_delivery,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/suhainan-bot/news_delivery; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
xqlljffm/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/xqlljffm/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/xqlljffm/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
ys-stack/moreJeecgBoot,GitHub repo search,鸿蒙 PC Markdown,https://github.com/ys-stack/moreJeecgBoot,False,filtered: score below 40,buildable,35,Apache-2.0,基于JeecgBoot,"Qt, Electron, Java","qmake, npm",,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/ys-stack/moreJeecgBoot; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
yudejiyiyou7s/Trend-Radar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/yudejiyiyou7s/Trend-Radar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/yudejiyiyou7s/Trend-Radar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
mzmxaming/mxjyyq,GitHub repo search,鸿蒙 PC Markdown,https://github.com/mzmxaming/mxjyyq,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/mzmxaming/mxjyyq; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
kaijunyang/TrendRadar-1,GitHub repo search,鸿蒙 PC Markdown,https://github.com/kaijunyang/TrendRadar-1,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/kaijunyang/TrendRadar-1; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
mkby/radar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/mkby/radar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/mkby/radar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
blow-prelude/TrendRadarRep,GitHub repo search,鸿蒙 PC Markdown,https://github.com/blow-prelude/TrendRadarRep,True,kept,buildable,50,GPL-3.0,选择使用新版本创建一个仓库，而不是直接fork,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/blow-prelude/TrendRadarRep; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
SH-01-web/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/SH-01-web/TrendRadar,True,kept,buildable,50,GPL-3.0,热点聚合推送工具,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/SH-01-web/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
607hhc/TrendRadar,GitHub repo search,鸿蒙 PC Markdown,https://github.com/607hhc/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/607hhc/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
asweqviyan-cmd/w,GitHub repo search,鸿蒙 PC Markdown,https://github.com/asweqviyan-cmd/w,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/asweqviyan-cmd/w; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
KamiQI/06292026,GitHub repo search,鸿蒙 PC Markdown,https://github.com/KamiQI/06292026,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/KamiQI/06292026; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
sigma7863/my-awesome-stars,GitHub repo search,鸿蒙 PC Markdown,https://github.com/sigma7863/my-awesome-stars,False,filtered: missing HarmonyOS PC executable/build evidence,,5,CC0-1.0,,,,,,公开源码仓库: https://github.com/sigma7863/my-awesome-stars; LICENSE: CC0-1.0; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
SinuxLee/awesome-stars,GitHub repo search,鸿蒙 PC Markdown,https://github.com/SinuxLee/awesome-stars,False,filtered: missing HarmonyOS PC executable/build evidence,,5,CC0-1.0,A curated list of my GitHub stars,,,,,公开源码仓库: https://github.com/SinuxLee/awesome-stars; LICENSE: CC0-1.0; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
SagXD/awesome-stars,GitHub repo search,鸿蒙 PC Markdown,https://github.com/SagXD/awesome-stars,False,filtered: score below 40,buildable,35,CC0-1.0,My Awesome List,"Qt, Electron, C++, Rust, Go, Flutter, WebView","Qt for HarmonyOS, qmake, cmake",,"发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/SagXD/awesome-stars; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
jxzzlfh/awesome-stars,GitHub repo search,鸿蒙 PC Markdown,https://github.com/jxzzlfh/awesome-stars,False,filtered: score below 40,buildable,35,CC0-1.0,,"Qt, Electron, C++, Rust, Go, Flutter, WebView",Qt for HarmonyOS,源码编译,发现鸿蒙相关构建/工程线索: Qt for HarmonyOS,公开源码仓库: https://github.com/jxzzlfh/awesome-stars; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
wangjiezhe/awesome-stars,GitHub repo search,鸿蒙 PC Markdown,https://github.com/wangjiezhe/awesome-stars,False,filtered: score below 40,buildable,15,License 不明确,Awesome List of my own!,"Qt, Electron, C++, Rust, Go, Flutter, HAP","Qt for HarmonyOS, qmake, cmake",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/wangjiezhe/awesome-stars; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
ZpFhnu/vibe-coding-cases,GitHub repo search,鸿蒙 PC 笔记,https://github.com/ZpFhnu/vibe-coding-cases,False,filtered: score below 40,buildable,15,License 不明确,,"Qt, C++, Rust, Go, Flutter, Python","DevEco, qmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, qmake, npm",公开源码仓库: https://github.com/ZpFhnu/vibe-coding-cases; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
J1ezds/some-star,GitHub repo search,鸿蒙 PC 笔记,https://github.com/J1ezds/some-star,False,filtered: score below 40,buildable,35,Unlicense,github star 分类汇总,"Qt, Electron, C++, Rust, Go, Python","qmake, cmake",源码编译,"发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/J1ezds/some-star; LICENSE: Unlicense; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
dick318/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/dick318/awesome-stars,False,filtered: score below 40,buildable,15,License 不明确,,"Qt, Electron, C++, Rust, Go, Flutter, WebView","Stage Model, qmake",,"发现鸿蒙相关构建/工程线索: Stage Model, qmake",公开源码仓库: https://github.com/dick318/awesome-stars; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
utensil/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/utensil/awesome-stars,False,filtered: missing HarmonyOS PC executable/build evidence,,0,License 不明确,A curated list of my GitHub stars!,,,,,公开源码仓库: https://github.com/utensil/awesome-stars; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
silentEAG/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/silentEAG/awesome-stars,False,filtered: score below 40,buildable,35,CC0-1.0,My Awesome List,"Qt, Electron, C++, Rust, Go, Flutter","qmake, cmake",,"发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/silentEAG/awesome-stars; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
ruan-cat/stars-list,GitHub repo search,鸿蒙 PC 笔记,https://github.com/ruan-cat/stars-list,False,filtered: score below 40,buildable,35,CC0-1.0,阮喵喵的github stars列表。由github workflow自动生成并更新。,"Qt, Electron, C++, Rust, Go, Flutter, WebView, Shell",npm,,发现鸿蒙相关构建/工程线索: npm,公开源码仓库: https://github.com/ruan-cat/stars-list; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
DropsOfZut/awesome-security-weixin-official-accounts,GitHub repo search,鸿蒙 PC 笔记,https://github.com/DropsOfZut/awesome-security-weixin-official-accounts,False,filtered: missing HarmonyOS PC executable/build evidence,,30,GPL-3.0,网络安全类公众号推荐，欢迎大家推荐,"C++, Rust, Go",,,,公开源码仓库: https://github.com/DropsOfZut/awesome-security-weixin-official-accounts; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
byst4nder/starList,GitHub repo search,鸿蒙 PC 笔记,https://github.com/byst4nder/starList,False,filtered: score below 40,buildable,15,License 不明确,,"Qt, Electron, C++, Rust, Go, Flutter, WebView, Python","DevEco, Qt for HarmonyOS, qmake, cmake",源码编译,"发现鸿蒙相关构建/工程线索: DevEco, Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/byst4nder/starList; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
hiifong/starList,GitHub repo search,鸿蒙 PC 笔记,https://github.com/hiifong/starList,False,filtered: missing HarmonyOS PC executable/build evidence,,5,MIT,Export your star's repository list,Python,,,,公开源码仓库: https://github.com/hiifong/starList; LICENSE: MIT; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
SinuxLee/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/SinuxLee/awesome-stars,False,filtered: missing HarmonyOS PC executable/build evidence,,5,CC0-1.0,A curated list of my GitHub stars,,,,,公开源码仓库: https://github.com/SinuxLee/awesome-stars; LICENSE: CC0-1.0; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整; README 信息较少,2026-06-30
SagXD/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/SagXD/awesome-stars,False,filtered: score below 40,buildable,35,CC0-1.0,My Awesome List,"Qt, Electron, C++, Rust, Go, Flutter, WebView","Qt for HarmonyOS, qmake, cmake",,"发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/SagXD/awesome-stars; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
jxzzlfh/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/jxzzlfh/awesome-stars,False,filtered: score below 40,buildable,35,CC0-1.0,,"Qt, Electron, C++, Rust, Go, Flutter, WebView",Qt for HarmonyOS,源码编译,发现鸿蒙相关构建/工程线索: Qt for HarmonyOS,公开源码仓库: https://github.com/jxzzlfh/awesome-stars; LICENSE: CC0-1.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
wangjiezhe/awesome-stars,GitHub repo search,鸿蒙 PC 笔记,https://github.com/wangjiezhe/awesome-stars,False,filtered: score below 40,buildable,15,License 不明确,Awesome List of my own!,"Qt, Electron, C++, Rust, Go, Flutter, HAP","Qt for HarmonyOS, qmake, cmake",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/wangjiezhe/awesome-stars; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
